,make_model,price,km,Gears,age,hp_kW
6560,Opel Astra,15450,12433.0,6.0,1.0,81.0
6561,Opel Astra,15449,991.0,5.0,1.0,77.0
6562,Opel Astra,15449,37246.0,6.0,1.0,92.0
6563,Opel Astra,15440,25953.0,6.0,1.0,92.0
6564,Opel Astra,15350,23246.0,6.0,1.0,100.0
6565,Opel Astra,15350,24187.0,6.0,1.0,100.0
6566,Opel Astra,15425,15999.0,6.0,1.0,92.0
6567,Opel Astra,15445,1647.3626086956522,5.0,0.0,74.0
6568,Opel Astra,15422,43556.0,6.0,1.0,81.0
6569,Opel Astra,15400,14250.0,6.0,1.0,81.0
6570,Opel Astra,15400,18035.130066815145,6.0,1.0,81.0
6571,Opel Astra,15400,25066.0,6.0,1.0,110.0
6572,Opel Astra,15400,102.0,6.0,1.0,81.0
6573,Opel Astra,15400,21664.0,6.0,1.0,100.0
6574,Opel Astra,15400,28850.0,6.0,1.0,100.0
6575,Opel Astra,15390,29941.0,6.0,1.0,92.0
6576,Opel Astra,15390,11300.0,6.0,1.0,92.0
6577,Opel Astra,15400,17142.0,6.0,1.0,92.0
6578,Opel Astra,15400,20122.0,6.0,1.0,81.0
6579,Opel Astra,15390,10850.0,5.0,1.0,77.0
6580,Opel Astra,15390,29464.0,6.0,1.0,92.0
6581,Opel Astra,15390,26233.0,6.0,1.0,100.0
6582,Opel Astra,15440,29789.0,6.0,1.0,110.0
6583,Opel Astra,15299,14750.0,6.0,1.0,77.0
6584,Opel Astra,15300,27539.0,6.0,1.0,100.0
6585,Opel Astra,15300,27000.0,6.0,1.0,81.0
6586,Opel Astra,15300,22408.0,6.0,1.0,81.0
6587,Opel Astra,15285,1.0,5.0,0.0,66.0
6588,Opel Astra,15290,38.0,5.0,1.0,77.0
6589,Opel Astra,15290,50.0,5.0,1.0,74.0
6590,Opel Astra,15290,20093.0,6.0,1.0,81.0
6591,Opel Astra,15390,27100.0,5.0,1.0,77.0
6592,Opel Astra,14990,1000.0,6.0,1.0,81.0
6593,Opel Astra,14990,16000.0,6.0,1.0,81.0
6594,Opel Astra,14990,16483.0,6.0,1.0,92.0
6595,Opel Astra,14990,206.0,5.0,1.0,77.0
6596,Opel Astra,14990,1364.0,5.0,0.0,66.0
6597,Opel Astra,14990,4525.0,6.0,1.0,92.0
6598,Opel Astra,14990,28775.0,6.0,1.0,100.0
6599,Opel Astra,14990,18035.130066815145,6.0,1.0,81.0
6600,Opel Astra,14990,7000.0,6.0,1.0,81.0
6601,Opel Astra,14990,14454.0,5.0,1.0,77.0
6602,Opel Astra,15270,25350.0,6.0,1.0,92.0
6603,Opel Astra,15250,17415.0,6.0,1.0,81.0
6604,Opel Astra,15250,27097.0,6.0,1.0,110.0
6605,Opel Astra,15250,25120.0,6.0,1.0,110.0
6606,Opel Astra,14990,13515.0,5.0,1.0,77.0
6607,Opel Astra,15241,13041.0,5.0,1.0,77.0
6608,Opel Astra,15240,36609.0,6.0,1.0,81.0
6609,Opel Astra,15222,46313.0,6.0,1.0,81.0
6610,Opel Astra,15200,25600.0,6.0,1.0,81.0
6611,Opel Astra,15200,13765.0,6.0,1.0,92.0
6612,Opel Astra,15200,18000.0,6.0,1.0,92.0
6613,Opel Astra,15200,23654.0,6.0,1.0,92.0
6614,Opel Astra,15200,1200.0,6.0,1.0,92.0
6615,Opel Astra,15200,32490.0,6.0,1.0,81.0
6616,Opel Astra,15200,8.0,5.0,0.0,66.0
6617,Opel Astra,15200,28889.0,6.0,1.0,100.0
6618,Opel Astra,15190,100.0,5.0,1.0,77.0
6619,Opel Astra,15200,28282.0,6.0,1.0,100.0
6620,Opel Astra,15190,28984.0,6.0,1.0,100.0
6621,Opel Astra,15190,17185.0,6.0,1.0,81.0
6622,Opel Astra,15180,29405.0,6.0,1.0,110.0
6623,Opel Astra,15150,28466.0,6.0,1.0,110.0
6624,Opel Astra,15190,31703.0,6.0,1.0,110.0
6625,Opel Astra,15100,29486.0,6.0,1.0,110.0
6626,Opel Astra,15150,25887.0,6.0,1.0,92.0
6627,Opel Astra,15150,28629.0,6.0,1.0,110.0
6628,Opel Astra,15100,29050.0,6.0,1.0,110.0
6629,Opel Astra,15000,7589.0,6.0,1.0,92.0
6630,Opel Astra,15000,40000.0,6.0,1.0,100.0
6631,Opel Astra,15000,25000.0,6.0,1.0,100.0
6632,Opel Astra,15000,13000.0,5.0,1.0,78.0
6633,Opel Astra,15000,21628.0,6.0,1.0,77.0
6634,Opel Astra,15000,18985.0,6.0,1.0,81.0
6635,Opel Astra,15000,18400.0,6.0,1.0,81.0
6636,Opel Astra,14999,54497.0,6.0,1.0,92.0
6637,Opel Astra,14970,14936.0,5.0,1.0,77.0
6638,Opel Astra,14958,1.0,5.0,0.0,77.0
6639,Opel Astra,14950,15200.0,6.0,1.0,100.0
6640,Opel Astra,14950,19750.0,6.0,1.0,100.0
6641,Opel Astra,14955,13604.0,6.0,1.0,92.0
6642,Opel Astra,14950,21000.0,5.0,1.0,77.0
6643,Opel Astra,14950,68485.0,6.0,3.0,118.0
6644,Opel Astra,14950,18250.0,6.0,1.0,100.0
6645,Opel Astra,14950,20500.0,5.0,1.0,77.0
6646,Opel Astra,14950,18000.0,6.0,1.0,100.0
6647,Opel Astra,14950,19000.0,6.0,1.0,100.0
6648,Opel Astra,14950,20900.0,5.0,1.0,77.0
6649,Opel Astra,14950,10289.0,5.0,1.0,77.0
6650,Opel Astra,14950,5354.0,6.0,1.0,77.0
6651,Opel Astra,14900,13566.0,6.0,1.0,92.0
6652,Opel Astra,14900,1501.0,6.0,1.0,103.0
6653,Opel Astra,14900,24771.0,6.0,1.0,81.0
6654,Opel Astra,14940,17980.0,5.0,1.0,77.0
6655,Opel Astra,14900,17500.0,6.0,1.0,81.0
6656,Opel Astra,14900,1500.0,6.0,1.0,92.0
6657,Opel Astra,14900,21379.0,6.0,1.0,81.0
6658,Opel Astra,14900,5555.0,6.0,1.0,81.0
6659,Opel Astra,14900,13915.0,6.0,1.0,92.0
6660,Opel Astra,14900,27318.0,6.0,1.0,81.0
6661,Opel Astra,14900,5.0,6.0,1.0,81.0
6662,Opel Astra,14900,14300.0,6.0,1.0,81.0
6663,Opel Astra,14900,2222.0,6.0,1.0,81.0
6664,Opel Astra,14900,6400.0,6.0,1.0,92.0
6665,Opel Astra,14900,23327.0,6.0,1.0,81.0
6666,Opel Astra,14900,5555.0,6.0,1.0,81.0
6667,Opel Astra,14900,18217.0,6.0,1.0,92.0
6668,Opel Astra,14990,21280.0,6.0,1.0,81.0
6669,Opel Astra,14990,5551.0,6.0,1.0,81.0
6670,Opel Astra,14999,6.0,5.0,0.0,66.0
6671,Opel Astra,14990,21500.0,6.0,1.0,77.0
6672,Opel Astra,14990,14302.0,6.0,1.0,92.0
6673,Opel Astra,14900,24987.0,6.0,1.0,92.0
6674,Opel Astra,14990,29936.0,6.0,1.0,100.0
6675,Opel Astra,14990,14960.0,5.0,1.0,77.0
6676,Opel Astra,14990,17370.0,5.0,1.0,77.0
6677,Opel Astra,14900,25963.0,6.0,1.0,100.0
6678,Opel Astra,14990,19111.0,6.0,1.0,110.0
6679,Opel Astra,14990,1501.0,6.0,1.0,92.0
6680,Opel Astra,14990,10.0,5.0,0.0,66.0
6681,Opel Astra,14990,1501.0,6.0,1.0,92.0
6682,Opel Astra,14990,11466.0,5.0,1.0,77.0
6683,Opel Astra,14990,1647.3626086956522,5.0,0.0,66.0
6684,Opel Astra,14990,16950.0,6.0,1.0,92.0
6685,Opel Astra,14990,5000.0,5.0,0.0,66.0
6686,Opel Astra,14990,4400.0,6.0,1.0,92.0
6687,Opel Astra,14990,20296.0,6.0,1.0,92.0
6688,Opel Astra,14990,7828.0,6.0,1.0,81.0
6689,Opel Astra,14980,21770.0,5.0,1.0,77.0
6690,Opel Astra,14990,7144.0,6.0,1.0,81.0
6691,Opel Astra,14980,6800.0,5.0,1.0,66.0
6692,Opel Astra,14990,10.0,6.0,1.0,81.0
6693,Opel Astra,14980,10871.0,5.0,1.0,77.0
6694,Opel Astra,14980,11500.0,5.0,1.0,77.0
6695,Opel Astra,14980,14300.0,5.0,1.0,77.0
6696,Opel Astra,14980,8000.0,5.0,1.0,77.0
6697,Opel Astra,14980,7200.0,6.0,1.0,92.0
6698,Opel Astra,14980,28850.0,6.0,1.0,92.0
6699,Opel Astra,14980,17690.0,5.0,1.0,77.0
6700,Opel Astra,14980,26600.0,6.0,1.0,92.0
6701,Opel Astra,14979,19257.0,6.0,1.0,92.0
6702,Opel Astra,14975,5.0,6.0,0.0,66.0
6703,Opel Astra,14978,14982.0,5.0,1.0,77.0
6704,Opel Astra,14900,21980.0,6.0,1.0,100.0
6705,Opel Astra,14900,18200.0,6.0,1.0,77.0
6706,Opel Astra,14900,29500.0,6.0,1.0,100.0
6707,Opel Astra,14900,14000.0,6.0,1.0,92.0
6708,Opel Astra,14970,13100.0,6.0,1.0,70.0
6709,Opel Astra,14900,24932.0,6.0,1.0,100.0
6710,Opel Astra,14900,30644.0,6.0,1.0,81.0
6711,Opel Astra,14900,22777.0,6.0,1.0,100.0
6712,Opel Astra,14900,14900.0,6.0,1.0,100.0
6713,Opel Astra,14900,21452.0,6.0,1.0,100.0
6714,Opel Astra,14900,27247.0,6.0,1.0,100.0
6715,Opel Astra,14900,27311.0,6.0,1.0,100.0
6716,Opel Astra,14890,50.0,5.0,1.0,74.0
6717,Opel Astra,14890,21488.0,6.0,1.0,77.0
6718,Opel Astra,14890,9000.0,6.0,1.0,81.0
6719,Opel Astra,14890,9500.0,6.0,1.0,81.0
6720,Opel Astra,14890,7200.0,6.0,1.0,81.0
6721,Opel Astra,14700,20090.0,6.0,1.0,92.0
6722,Opel Astra,14890,19600.0,5.0,1.0,77.0
6723,Opel Astra,14880,13000.0,5.0,1.0,77.0
6724,Opel Astra,14879,15000.0,5.0,1.0,77.0
6725,Opel Astra,14870,16500.0,5.0,1.0,77.0
6726,Opel Astra,14700,20040.0,6.0,1.0,81.0
6727,Opel Astra,14700,30851.0,6.0,1.0,100.0
6728,Opel Astra,14700,6.0,6.0,1.0,81.0
6729,Opel Astra,14700,19170.0,6.0,1.0,110.0
6730,Opel Astra,14693,20186.0,5.0,1.0,74.0
6731,Opel Astra,14690,2585.0,5.0,1.0,77.0
6732,Opel Astra,14690,17367.0,6.0,1.0,92.0
6733,Opel Astra,14690,16000.0,6.0,1.0,100.0
6734,Opel Astra,14660,15447.0,6.0,1.0,81.0
6735,Opel Astra,14650,28910.0,6.0,1.0,92.0
6736,Opel Astra,14590,17591.0,6.0,1.0,92.0
6737,Opel Astra,14555,5.0,5.0,0.0,66.0
6738,Opel Astra,14579,26211.0,6.0,1.0,92.0
6739,Opel Astra,14590,23000.0,6.0,1.0,81.0
6740,Opel Astra,14800,8495.0,6.0,1.0,81.0
6741,Opel Astra,14800,30046.0,6.0,1.0,100.0
6742,Opel Astra,14800,23200.0,6.0,1.0,81.0
6743,Opel Astra,14800,30044.0,6.0,1.0,100.0
6744,Opel Astra,14800,29675.0,6.0,1.0,100.0
6745,Opel Astra,14800,25561.0,6.0,1.0,100.0
6746,Opel Astra,14800,27155.0,6.0,1.0,100.0
6747,Opel Astra,14800,23936.0,6.0,1.0,110.0
6748,Opel Astra,14800,24375.0,6.0,1.0,100.0
6749,Opel Astra,14800,28803.0,6.0,1.0,110.0
6750,Opel Astra,14790,29502.0,6.0,1.0,92.0
6751,Opel Astra,14790,5.0,5.0,0.0,66.0
6752,Opel Astra,14790,13208.0,5.0,1.0,77.0
6753,Opel Astra,14785,1647.3626086956522,6.0,0.0,81.0
6754,Opel Astra,14100,19555.0,6.0,1.0,81.0
6755,Opel Astra,14750,22000.0,5.0,1.0,77.0
6756,Opel Astra,14150,1647.3626086956522,5.0,0.0,77.0
6757,Opel Astra,14750,21400.0,5.0,1.0,77.0
6758,Opel Astra,13999,9212.0,6.0,1.0,81.0
6759,Opel Astra,14770,24000.0,6.0,1.0,77.0
6760,Opel Astra,13998,11176.0,5.0,1.0,74.0
6761,Opel Astra,13990,6038.0,5.0,1.0,66.0
6762,Opel Astra,13990,22208.0,6.0,1.0,81.0
6763,Opel Astra,13990,25000.0,6.0,1.0,77.0
6764,Opel Astra,13990,9431.0,6.0,1.0,77.0
6765,Opel Astra,13990,40275.0,6.0,1.0,77.0
6766,Opel Astra,13990,29548.0,6.0,1.0,92.0
6767,Opel Astra,13990,15000.0,5.0,1.0,77.0
6768,Opel Astra,13990,22391.0,6.0,1.0,92.0
6769,Opel Astra,13990,6805.0,5.0,1.0,74.0
6770,Opel Astra,13990,16543.0,6.0,1.0,110.0
6771,Opel Astra,13990,21874.0,6.0,1.0,81.0
6772,Opel Astra,14390,11068.0,5.0,1.0,74.0
6773,Opel Astra,14430,10.0,5.0,0.0,77.0
6774,Opel Astra,14440,28891.0,6.0,1.0,81.0
6775,Opel Astra,14400,26192.0,6.0,1.0,81.0
6776,Opel Astra,14400,30649.0,6.0,1.0,100.0
6777,Opel Astra,14390,22750.0,5.0,1.0,77.0
6778,Opel Astra,14300,19327.0,6.0,1.0,81.0
6779,Opel Astra,14300,18532.0,6.0,1.0,81.0
6780,Opel Astra,14300,19327.0,6.0,1.0,81.0
6781,Opel Astra,14300,17100.0,6.0,1.0,81.0
6782,Opel Astra,14300,20468.0,6.0,1.0,100.0
6783,Opel Astra,14299,13500.0,6.0,1.0,77.0
6784,Opel Astra,14290,20300.0,6.0,1.0,77.0
6785,Opel Astra,14300,18996.0,6.0,1.0,81.0
6786,Opel Astra,14290,21288.0,5.0,1.0,74.0
6787,Opel Astra,14275,10.0,6.0,0.0,66.0
6788,Opel Astra,13400,27063.0,6.0,1.0,92.0
6789,Opel Astra,14250,23950.0,6.0,1.0,81.0
6790,Opel Astra,13400,27103.0,6.0,1.0,92.0
6791,Opel Astra,13300,28216.0,6.0,1.0,92.0
6792,Opel Astra,13300,23727.0,6.0,1.0,92.0
6793,Opel Astra,13400,26539.0,6.0,1.0,92.0
6794,Opel Astra,13300,38474.0,6.0,1.0,81.0
6795,Opel Astra,13250,29464.0,6.0,1.0,92.0
6796,Opel Astra,13000,3550.0,5.0,1.0,77.0
6797,Opel Astra,13100,30932.0,6.0,1.0,92.0
6798,Opel Astra,13200,29998.0,6.0,1.0,92.0
6799,Opel Astra,13980,19239.0,5.0,1.0,77.0
6800,Opel Astra,13980,27020.0,5.0,1.0,77.0
6801,Opel Astra,13100,31671.0,6.0,1.0,92.0
6802,Opel Astra,13979,11910.0,5.0,1.0,77.0
6803,Opel Astra,13950,14200.0,6.0,1.0,81.0
6804,Opel Astra,13929,1647.3626086956522,6.0,0.0,66.0
6805,Opel Astra,13950,14200.0,6.0,1.0,81.0
6806,Opel Astra,13945,1647.3626086956522,5.0,0.0,74.0
6807,Opel Astra,13900,27950.0,6.0,1.0,81.0
6808,Opel Astra,13900,12758.0,6.0,1.0,110.0
6809,Opel Astra,13900,20000.0,6.0,1.0,77.0
6810,Opel Astra,13900,4800.0,6.0,1.0,81.0
6811,Opel Astra,13900,30800.0,6.0,1.0,100.0
6812,Opel Astra,13900,40000.0,6.0,1.0,81.0
6813,Opel Astra,13900,35616.0,6.0,1.0,92.0
6814,Opel Astra,13900,13149.0,6.0,1.0,81.0
6815,Opel Astra,14500,25000.0,6.0,1.0,81.0
6816,Opel Astra,14500,11152.0,6.0,1.0,92.0
6817,Opel Astra,14499,11000.0,5.0,1.0,74.0
6818,Opel Astra,14490,8095.0,5.0,1.0,77.0
6819,Opel Astra,14490,12966.0,6.0,1.0,92.0
6820,Opel Astra,14490,14008.0,5.0,1.0,77.0
6821,Opel Astra,14490,14000.0,6.0,1.0,77.0
6822,Opel Astra,14490,10880.0,5.0,1.0,77.0
6823,Opel Astra,14490,25100.0,6.0,1.0,92.0
6824,Opel Astra,14490,12230.0,6.0,1.0,92.0
6825,Opel Astra,14490,16667.0,5.0,1.0,77.0
6826,Opel Astra,14480,25000.0,5.0,1.0,77.0
6827,Opel Astra,14489,6500.0,5.0,1.0,66.0
6828,Opel Astra,14480,34000.0,6.0,1.0,92.0
6829,Opel Astra,14490,24000.0,6.0,1.0,100.0
6830,Opel Astra,14480,21500.0,6.0,1.0,81.0
6831,Opel Astra,14450,9300.0,6.0,1.0,92.0
6832,Opel Astra,13850,26100.0,6.0,1.0,81.0
6833,Opel Astra,14450,25661.0,6.0,1.0,77.0
6834,Opel Astra,13850,11627.0,6.0,1.0,92.0
6835,Opel Astra,13850,11084.0,6.0,1.0,77.0
6836,Opel Astra,13770,19100.0,6.0,1.0,77.0
6837,Opel Astra,13750,19840.0,6.0,1.0,92.0
6838,Opel Astra,13700,12808.0,6.0,1.0,92.0
6839,Opel Astra,13700,23755.0,6.0,1.0,92.0
6840,Opel Astra,13700,34820.0,6.0,1.0,81.0
6841,Opel Astra,13690,25360.0,6.0,1.0,92.0
6842,Opel Astra,13700,23309.0,6.0,1.0,92.0
6843,Opel Astra,13700,22792.0,6.0,1.0,92.0
6844,Opel Astra,13690,15500.0,6.0,1.0,77.0
6845,Opel Astra,13690,25052.0,6.0,1.0,92.0
6846,Opel Astra,13490,10577.0,6.0,1.0,77.0
6847,Opel Astra,13479,9200.0,5.0,1.0,66.0
6848,Opel Astra,13400,27764.0,6.0,1.0,92.0
6849,Opel Astra,13480,14024.0,6.0,1.0,74.0
6850,Opel Astra,19865,1647.3626086956522,6.0,0.0,110.0
6851,Opel Astra,19710,1.0,6.0,0.0,110.0
6852,Opel Astra,19825,7060.0,6.0,0.0,110.0
6853,Opel Astra,19500,4.0,6.0,0.0,110.0
6854,Opel Astra,19500,3.0,6.0,0.0,110.0
6855,Opel Astra,20715,1647.3626086956522,6.0,0.0,110.0
6856,Opel Astra,25490,1013.0,6.0,0.0,110.0
6857,Opel Astra,25365,10.0,6.0,0.0,110.0
6858,Opel Astra,19940,6937.0,6.0,0.0,110.0
6859,Opel Astra,25345,1647.3626086956522,6.0,0.0,100.0
6860,Opel Astra,25345,1647.3626086956522,6.0,0.0,147.0
6861,Opel Astra,25500,1647.3626086956522,6.0,0.0,110.0
6862,Opel Astra,27350,8000.0,6.0,0.0,147.0
6863,Opel Astra,32950,3.0,6.0,0.0,110.0
6864,Opel Astra,32590,50.0,6.0,0.0,147.0
6865,Opel Astra,30950,2000.0,6.0,0.0,147.0
6866,Opel Astra,31990,10350.0,6.0,0.0,100.0
6867,Opel Astra,31990,5990.0,6.0,0.0,147.0
6868,Opel Astra,32440,10.0,6.0,0.0,147.0
6869,Opel Astra,32302,15.0,6.0,0.0,110.0
6870,Opel Astra,29824,1.0,6.0,0.0,110.0
6871,Opel Astra,30390,30.0,6.0,0.0,110.0
6872,Opel Astra,30850,4000.0,6.0,0.0,147.0
6873,Opel Astra,30750,2525.0,6.0,0.0,147.0
6874,Opel Astra,30169,10.0,6.0,0.0,110.0
6875,Opel Astra,30950,1500.0,6.0,0.0,110.0
6876,Opel Astra,30650,450.0,6.0,0.0,147.0
6877,Opel Astra,30887,15.0,6.0,0.0,110.0
6878,Opel Astra,30900,10.0,6.0,0.0,147.0
6879,Opel Astra,30895,1647.3626086956522,6.0,0.0,110.0
6880,Opel Astra,29990,1647.3626086956522,6.0,0.0,110.0
6881,Opel Astra,29990,10.0,6.0,0.0,147.0
6882,Opel Astra,30125,1647.3626086956522,6.0,0.0,110.0
6883,Opel Astra,29990,100.0,6.0,0.0,110.0
6884,Opel Astra,29990,106.0,6.0,0.0,100.0
6885,Opel Astra,29990,1647.3626086956522,6.0,0.0,110.0
6886,Opel Astra,29989,5900.0,6.0,0.0,110.0
6887,Opel Astra,29900,2000.0,6.0,0.0,147.0
6888,Opel Astra,29900,50.0,6.0,0.0,147.0
6889,Opel Astra,39433,1.0,6.0,0.0,147.0
6890,Opel Astra,37995,10.0,6.0,0.0,147.0
6891,Opel Astra,29950,9.0,6.0,0.0,110.0
6892,Opel Astra,37995,10.0,6.0,0.0,147.0
6893,Opel Astra,36950,10.0,6.0,0.0,147.0
6894,Opel Astra,36950,5.0,6.0,0.0,147.0
6895,Opel Astra,34900,1647.3626086956522,6.0,0.0,147.0
6896,Opel Astra,34580,12.0,6.0,0.0,147.0
6897,Opel Astra,34411,10.0,6.0,0.0,147.0
6898,Opel Astra,33945,8900.0,6.0,0.0,147.0
6899,Opel Astra,33995,5016.0,6.0,0.0,147.0
6900,Opel Astra,33950,1647.3626086956522,6.0,0.0,147.0
6901,Opel Astra,33795,17346.0,6.0,0.0,147.0
6902,Opel Astra,33780,2.0,6.0,0.0,147.0
6903,Opel Astra,29750,30.0,6.0,0.0,110.0
6904,Opel Astra,33597,10.0,6.0,0.0,147.0
6905,Opel Astra,33470,5555.0,6.0,0.0,100.0
6906,Opel Astra,33390,5.0,6.0,0.0,147.0
6907,Opel Astra,33390,5.0,6.0,0.0,147.0
6908,Opel Astra,29750,10.0,6.0,0.0,110.0
6909,Opel Astra,29526,10.0,6.0,0.0,110.0
6910,Opel Astra,29475,10.0,6.0,0.0,100.0
6911,Opel Astra,28998,5.0,6.0,0.0,110.0
6912,Opel Astra,28989,9999.0,6.0,0.0,147.0
6913,Opel Astra,28980,10500.0,6.0,0.0,147.0
6914,Opel Astra,28950,500.0,6.0,0.0,110.0
6915,Opel Astra,28940,50.0,6.0,0.0,110.0
6916,Opel Astra,28900,5.0,6.0,0.0,110.0
6917,Opel Astra,28900,1647.3626086956522,6.0,0.0,110.0
6918,Opel Astra,28890,5000.0,6.0,0.0,110.0
6919,Opel Astra,28790,5.0,6.0,0.0,110.0
6920,Opel Astra,28680,50.0,6.0,0.0,110.0
6921,Opel Astra,28625,1647.3626086956522,6.0,0.0,110.0
6922,Opel Astra,28590,8000.0,6.0,0.0,110.0
6923,Opel Astra,28590,5.0,6.0,0.0,110.0
6924,Opel Astra,28590,999.0,6.0,0.0,147.0
6925,Opel Astra,33095,1647.3626086956522,6.0,0.0,110.0
6926,Opel Astra,28590,1647.3626086956522,6.0,0.0,110.0
6927,Opel Astra,31950,10.0,6.0,0.0,100.0
6928,Opel Astra,31890,300.0,6.0,0.0,147.0
6929,Opel Astra,31840,15.0,6.0,0.0,147.0
6930,Opel Astra,31940,12.0,6.0,0.0,147.0
6931,Opel Astra,31250,10.0,6.0,0.0,147.0
6932,Opel Astra,29850,10.0,6.0,0.0,110.0
6933,Opel Astra,31246,10.0,6.0,0.0,81.0
6934,Opel Astra,31246,10.0,6.0,0.0,110.0
6935,Opel Astra,31246,10.0,6.0,0.0,110.0
6936,Opel Astra,31125,15.0,6.0,0.0,110.0
6937,Opel Astra,30990,10.0,6.0,0.0,147.0
6938,Opel Astra,30980,300.0,6.0,0.0,147.0
6939,Opel Astra,30950,12366.0,6.0,0.0,147.0
6940,Opel Astra,30995,15.0,6.0,0.0,110.0
6941,Opel Astra,27150,7.0,6.0,0.0,147.0
6942,Opel Astra,27450,500.0,6.0,0.0,110.0
6943,Opel Astra,26990,7.0,6.0,0.0,147.0
6944,Opel Astra,27453,20.0,6.0,0.0,100.0
6945,Opel Astra,26990,7995.0,6.0,0.0,100.0
6946,Opel Astra,26990,5990.0,6.0,0.0,110.0
6947,Opel Astra,26990,12.0,6.0,0.0,110.0
6948,Opel Astra,26990,1500.0,6.0,0.0,100.0
6949,Opel Astra,26970,6500.0,6.0,0.0,110.0
6950,Opel Astra,26950,8.0,6.0,0.0,110.0
6951,Opel Astra,26980,20.0,6.0,0.0,110.0
6952,Opel Astra,26990,10000.0,6.0,0.0,110.0
6953,Opel Astra,26900,19200.0,6.0,0.0,110.0
6954,Opel Astra,26900,1500.0,6.0,0.0,110.0
6955,Opel Astra,26899,100.0,6.0,0.0,110.0
6956,Opel Astra,26791,0.0,6.0,0.0,110.0
6957,Opel Astra,26800,4.0,6.0,0.0,147.0
6958,Opel Astra,26799,3000.0,6.0,0.0,101.0
6959,Opel Astra,26790,4690.0,6.0,0.0,147.0
6960,Opel Astra,26780,5530.0,6.0,0.0,110.0
6961,Opel Astra,26590,6000.0,6.0,0.0,110.0
6962,Opel Astra,26580,50.0,6.0,0.0,110.0
6963,Opel Astra,26540,10.0,6.0,0.0,110.0
6964,Opel Astra,26490,10.0,6.0,0.0,110.0
6965,Opel Astra,26490,1500.0,6.0,0.0,112.0
6966,Opel Astra,26490,352.0,6.0,0.0,110.0
6967,Opel Astra,26490,6000.0,6.0,0.0,112.0
6968,Opel Astra,26441,301.0,6.0,0.0,110.0
6969,Opel Astra,26290,150.0,6.0,0.0,112.0
6970,Opel Astra,26195,15.0,6.0,0.0,110.0
6971,Opel Astra,25990,300.0,6.0,0.0,110.0
6972,Opel Astra,25990,2962.0,6.0,0.0,110.0
6973,Opel Astra,26441,301.0,6.0,0.0,110.0
6974,Opel Astra,26341,301.0,6.0,0.0,110.0
6975,Opel Astra,25950,10.0,6.0,0.0,147.0
6976,Opel Astra,25999,4000.0,6.0,0.0,112.0
6977,Opel Astra,25990,2500.0,6.0,0.0,110.0
6978,Opel Astra,25990,12.0,6.0,0.0,110.0
6979,Opel Astra,25900,11100.0,6.0,0.0,110.0
6980,Opel Astra,25940,1647.3626086956522,6.0,0.0,110.0
6981,Opel Astra,25980,3000.0,6.0,0.0,110.0
6982,Opel Astra,25899,4899.0,6.0,0.0,110.0
6983,Opel Astra,25850,7782.0,6.0,0.0,110.0
6984,Opel Astra,25850,10924.0,6.0,0.0,110.0
6985,Opel Astra,25750,6200.0,6.0,0.0,110.0
6986,Opel Astra,25740,1647.3626086956522,6.0,0.0,100.0
6987,Opel Astra,25700,1000.0,6.0,0.0,110.0
6988,Opel Astra,25575,1647.3626086956522,6.0,0.0,147.0
6989,Opel Astra,25575,1647.3626086956522,6.0,0.0,100.0
6990,Opel Astra,25560,40.0,6.0,0.0,110.0
6991,Opel Astra,25550,100.0,6.0,0.0,110.0
6992,Opel Astra,28541,51.0,6.0,0.0,110.0
6993,Opel Astra,28500,1000.0,6.0,0.0,110.0
6994,Opel Astra,28490,4500.0,6.0,0.0,147.0
6995,Opel Astra,28489,4999.0,6.0,0.0,100.0
6996,Opel Astra,28489,9999.0,6.0,0.0,100.0
6997,Opel Astra,28435,5.0,6.0,0.0,110.0
6998,Opel Astra,28390,1500.0,6.0,0.0,110.0
6999,Opel Astra,28300,5890.0,6.0,0.0,147.0
7000,Opel Astra,28225,995.0,6.0,0.0,110.0
7001,Opel Astra,27990,1500.0,6.0,0.0,110.0
7002,Opel Astra,27990,1647.3626086956522,6.0,0.0,110.0
7003,Opel Astra,27989,7490.0,6.0,0.0,147.0
7004,Opel Astra,27990,22.0,6.0,0.0,100.0
7005,Opel Astra,27950,6000.0,6.0,0.0,110.0
7006,Opel Astra,27948,5700.0,6.0,0.0,110.0
7007,Opel Astra,27940,600.0,6.0,0.0,147.0
7008,Opel Astra,27889,10.0,6.0,0.0,110.0
7009,Opel Astra,27690,990.0,6.0,0.0,149.0
7010,Opel Astra,27490,5.0,6.0,0.0,110.0
7011,Opel Astra,25290,10000.0,6.0,0.0,110.0
7012,Opel Astra,25290,10.0,6.0,0.0,110.0
7013,Opel Astra,25225,1647.3626086956522,6.0,0.0,147.0
7014,Opel Astra,25225,1647.3626086956522,6.0,0.0,100.0
7015,Opel Astra,25140,10.0,6.0,0.0,110.0
7016,Opel Astra,24990,10.0,6.0,0.0,110.0
7017,Opel Astra,24990,4950.0,6.0,0.0,110.0
7018,Opel Astra,24979,4500.0,6.0,0.0,110.0
7019,Opel Astra,24960,1647.3626086956522,6.0,0.0,110.0
7020,Opel Astra,24940,5.0,6.0,0.0,110.0
7021,Opel Astra,24790,2258.0,6.0,0.0,110.0
7022,Opel Astra,24989,4999.0,6.0,0.0,110.0
7023,Opel Astra,24950,1647.3626086956522,6.0,0.0,147.0
7024,Opel Astra,24890,20.0,6.0,0.0,110.0
