,make_model,price,km,Gears,age,hp_kW
3789,Audi A3,18900,29955.0,6.0,2.0,81.0
3790,Audi A3,18900,24764.0,6.0,2.0,110.0
3791,Audi A3,18900,32654.0,5.0,2.0,81.0
3792,Audi A3,18900,67000.0,6.0,2.0,81.0
3793,Audi A3,18900,31085.0,6.0,2.0,85.0
3794,Audi A3,18900,30000.0,6.0,2.0,85.0
3795,Audi A3,18900,35500.0,6.0,2.0,85.0
3796,Audi A3,18900,25400.0,6.0,2.0,85.0
3797,Audi A3,18899,12000.0,6.0,2.0,110.0
3798,Audi A3,18980,39400.0,6.0,2.0,81.0
3799,Audi A3,18980,36677.0,6.0,2.0,85.0
3800,Audi A3,18980,23968.0,6.0,2.0,85.0
3801,Audi A3,18980,26274.0,6.0,2.0,85.0
3802,Audi A3,18980,26397.0,6.0,1.0,85.0
3803,Audi A3,18980,54000.0,6.0,2.0,81.0
3804,Audi A3,18980,61000.0,6.0,2.0,85.0
3805,Audi A3,18977,35996.0,6.0,2.0,81.0
3806,Audi A3,18960,25850.0,6.0,2.0,81.0
3807,Audi A3,18950,51893.0,6.0,2.0,85.0
3808,Audi A3,18950,50687.0,6.0,2.0,85.0
3809,Audi A3,18950,36900.0,6.0,2.0,110.0
3810,Audi A3,18950,62603.0,6.0,2.0,81.0
3811,Audi A3,18950,62603.0,6.0,2.0,81.0
3812,Audi A3,18950,25000.0,6.0,2.0,85.0
3813,Audi A3,18950,39900.0,6.0,2.0,81.0
3814,Audi A3,18945,56469.0,6.0,2.0,85.0
3815,Audi A3,18930,77000.0,6.0,2.0,81.0
3816,Audi A3,18930,19851.0,6.0,2.0,85.0
3817,Audi A3,18995,47000.0,6.0,2.0,110.0
3818,Audi A3,18995,15200.0,6.0,1.0,85.0
3819,Audi A3,18990,24246.0,6.0,2.0,85.0
3820,Audi A3,18990,19805.0,6.0,2.0,85.0
3821,Audi A3,18990,24246.0,6.0,2.0,85.0
3822,Audi A3,18920,13466.0,6.0,2.0,85.0
3823,Audi A3,18990,49276.0,6.0,1.0,85.0
3824,Audi A3,18990,39000.0,6.0,2.0,85.0
3825,Audi A3,18990,25541.0,6.0,2.0,85.0
3826,Audi A3,18990,25813.0,6.0,2.0,85.0
3827,Audi A3,18899,51376.0,6.0,2.0,110.0
3828,Audi A3,18990,49000.0,6.0,2.0,85.0
3829,Audi A3,18990,52000.0,6.0,2.0,81.0
3830,Audi A3,18990,41000.0,6.0,1.0,85.0
3831,Audi A3,18990,19000.0,6.0,2.0,85.0
3832,Audi A3,18990,19805.0,6.0,2.0,85.0
3833,Audi A3,18990,30000.0,6.0,2.0,85.0
3834,Audi A3,18990,46900.0,6.0,2.0,85.0
3835,Audi A3,18990,25813.0,6.0,2.0,85.0
3836,Audi A3,18980,1647.3626086956522,6.0,0.0,85.0
3837,Audi A3,18499,30000.0,6.0,2.0,81.0
3838,Audi A3,18499,29500.0,6.0,2.0,81.0
3839,Audi A3,18500,31150.0,6.0,2.0,110.0
3840,Audi A3,18500,72000.0,6.0,2.0,110.0
3841,Audi A3,18500,17420.0,6.0,2.0,85.0
3842,Audi A3,18500,49500.0,6.0,2.0,85.0
3843,Audi A3,18490,95000.0,6.0,2.0,110.0
3844,Audi A3,18490,20000.0,6.0,2.0,92.0
3845,Audi A3,18490,31789.0,6.0,2.0,81.0
3846,Audi A3,18480,37500.0,6.0,2.0,81.0
3847,Audi A3,18470,24900.0,6.0,2.0,85.0
3848,Audi A3,18460,26450.0,6.0,2.0,81.0
3849,Audi A3,18450,44764.0,6.0,2.0,85.0
3850,Audi A3,18460,25000.0,6.0,2.0,85.0
3851,Audi A3,18310,84520.0,6.0,2.0,81.0
3852,Audi A3,18300,18000.0,6.0,2.0,85.0
3853,Audi A3,18890,15479.0,6.0,1.0,85.0
3854,Audi A3,18420,9900.0,6.0,1.0,85.0
3855,Audi A3,18890,24018.0,6.0,2.0,85.0
3856,Audi A3,18890,57800.0,6.0,2.0,81.0
3857,Audi A3,18400,28500.0,6.0,2.0,85.0
3858,Audi A3,18890,30750.0,6.0,2.0,85.0
3859,Audi A3,18890,24000.0,6.0,2.0,85.0
3860,Audi A3,18890,40000.0,6.0,2.0,110.0
3861,Audi A3,18879,23000.0,6.0,2.0,85.0
3862,Audi A3,18850,35000.0,6.0,2.0,81.0
3863,Audi A3,18849,25000.0,6.0,2.0,81.0
3864,Audi A3,18840,77290.0,6.0,2.0,81.0
3865,Audi A3,18820,1.0,6.0,0.0,85.0
3866,Audi A3,18840,57816.0,6.0,2.0,85.0
3867,Audi A3,18800,41519.0,6.0,2.0,85.0
3868,Audi A3,18800,43000.0,6.0,2.0,81.0
3869,Audi A3,18800,35000.0,6.0,2.0,81.0
3870,Audi A3,18799,25446.0,6.0,2.0,85.0
3871,Audi A3,18799,30839.0,6.0,2.0,85.0
3872,Audi A3,18790,13241.0,6.0,2.0,85.0
3873,Audi A3,18298,24500.0,6.0,2.0,85.0
3874,Audi A3,18200,19500.0,6.0,2.0,92.0
3875,Audi A3,18250,51700.0,6.0,2.0,85.0
3876,Audi A3,18200,24800.0,6.0,2.0,81.0
3877,Audi A3,18790,78500.0,6.0,2.0,81.0
3878,Audi A3,18000,30000.0,6.0,2.0,81.0
3879,Audi A3,18000,30000.0,6.0,2.0,81.0
3880,Audi A3,18000,86036.0,6.0,2.0,85.0
3881,Audi A3,18000,58500.0,6.0,2.0,85.0
3882,Audi A3,18000,30000.0,6.0,2.0,81.0
3883,Audi A3,18000,75000.0,6.0,2.0,81.0
3884,Audi A3,18000,31500.0,6.0,2.0,85.0
3885,Audi A3,17999,39000.0,6.0,2.0,85.0
3886,Audi A3,17996,13000.0,6.0,1.0,85.0
3887,Audi A3,17999,39501.0,6.0,2.0,85.0
3888,Audi A3,17995,43833.0,6.0,2.0,85.0
3889,Audi A3,17995,72061.0,6.0,2.0,81.0
3890,Audi A3,17990,33330.0,6.0,2.0,81.0
3891,Audi A3,18750,26419.0,6.0,2.0,81.0
3892,Audi A3,18700,48127.0,6.0,2.0,81.0
3893,Audi A3,18700,31883.0,6.0,2.0,81.0
3894,Audi A3,18700,45039.0,6.0,2.0,81.0
3895,Audi A3,18700,76867.0,6.0,2.0,85.0
3896,Audi A3,18700,16316.0,6.0,1.0,85.0
3897,Audi A3,18700,20792.0,6.0,2.0,85.0
3898,Audi A3,18666,14390.0,6.0,2.0,85.0
3899,Audi A3,18650,49885.0,6.0,2.0,85.0
3900,Audi A3,18645,38000.0,6.0,2.0,81.0
3901,Audi A3,18600,62981.0,6.0,2.0,85.0
3902,Audi A3,18690,19800.0,6.0,2.0,85.0
3903,Audi A3,18680,35112.0,6.0,2.0,81.0
3904,Audi A3,17960,96100.0,6.0,2.0,81.0
3905,Audi A3,18600,29000.0,6.0,2.0,85.0
3906,Audi A3,17960,105000.0,6.0,2.0,110.0
3907,Audi A3,18530,92246.0,6.0,2.0,110.0
3908,Audi A3,18500,133000.0,6.0,2.0,110.0
3909,Audi A3,18500,25000.0,7.0,2.0,85.0
3910,Audi A3,17950,60453.0,6.0,2.0,85.0
3911,Audi A3,17945,41890.0,6.0,2.0,85.0
3912,Audi A3,18550,24287.0,6.0,2.0,81.0
3913,Audi A3,17900,45700.0,6.0,1.0,85.0
3914,Audi A3,17900,64595.0,6.0,2.0,85.0
3915,Audi A3,17900,61621.0,6.0,2.0,110.0
3916,Audi A3,17890,70100.0,6.0,2.0,85.0
3917,Audi A3,17900,32745.0,6.0,2.0,86.0
3918,Audi A3,17899,29500.0,6.0,2.0,81.0
3919,Audi A3,17900,17000.0,6.0,2.0,85.0
3920,Audi A3,17860,43500.0,6.0,2.0,81.0
3921,Audi A3,17840,76290.0,6.0,2.0,81.0
3922,Audi A3,17700,9900.0,6.0,2.0,85.0
3923,Audi A3,17700,59520.0,6.0,2.0,85.0
3924,Audi A3,17810,36700.0,6.0,2.0,85.0
3925,Audi A3,17780,98000.0,6.0,2.0,110.0
3926,Audi A3,17990,8909.0,6.0,2.0,110.0
3927,Audi A3,17731,88134.0,6.0,2.0,85.0
3928,Audi A3,17990,40000.0,6.0,2.0,85.0
3929,Audi A3,17990,68090.0,6.0,2.0,85.0
3930,Audi A3,17990,28000.0,6.0,2.0,81.0
3931,Audi A3,17990,95075.0,6.0,2.0,110.0
3932,Audi A3,17990,20000.0,6.0,2.0,92.0
3933,Audi A3,17990,60000.0,6.0,2.0,85.0
3934,Audi A3,17990,26000.0,6.0,2.0,81.0
3935,Audi A3,17990,23128.0,6.0,2.0,110.0
3936,Audi A3,17990,26510.0,6.0,2.0,85.0
3937,Audi A3,17980,84391.0,6.0,2.0,81.0
3938,Audi A3,17980,19999.0,6.0,2.0,85.0
3939,Audi A3,17980,23968.0,6.0,2.0,85.0
3940,Audi A3,17980,51347.0,6.0,2.0,110.0
3941,Audi A3,17980,19000.0,6.0,2.0,85.0
3942,Audi A3,17980,37113.0,6.0,2.0,85.0
3943,Audi A3,17500,60000.0,6.0,2.0,81.0
3944,Audi A3,17650,34400.0,6.0,2.0,81.0
3945,Audi A3,17500,28400.0,6.0,2.0,81.0
3946,Audi A3,17500,136000.0,6.0,1.0,85.0
3947,Audi A3,17500,58000.0,6.0,2.0,85.0
3948,Audi A3,17500,95000.0,6.0,2.0,81.0
3949,Audi A3,17590,34650.0,6.0,2.0,81.0
3950,Audi A3,17550,48509.0,6.0,2.0,81.0
3951,Audi A3,17480,70300.0,6.0,2.0,81.0
3952,Audi A3,17490,74000.0,6.0,2.0,81.0
3953,Audi A3,17500,36000.0,6.0,2.0,85.0
3954,Audi A3,17500,59763.0,6.0,2.0,81.0
3955,Audi A3,17490,28000.0,6.0,2.0,85.0
3956,Audi A3,17500,29395.0,6.0,2.0,85.0
3957,Audi A3,17490,13072.0,6.0,2.0,85.0
3958,Audi A3,17490,41000.0,6.0,2.0,81.0
3959,Audi A3,17440,25850.0,6.0,2.0,81.0
3960,Audi A3,17430,97643.0,6.0,2.0,81.0
3961,Audi A3,17428,70783.0,6.0,2.0,81.0
3962,Audi A3,17445,23000.0,6.0,2.0,85.0
3963,Audi A3,17400,25000.0,6.0,2.0,85.0
3964,Audi A3,17390,43800.0,6.0,2.0,81.0
3965,Audi A3,17440,117647.0,6.0,2.0,110.0
3966,Audi A3,17390,31070.0,6.0,2.0,85.0
3967,Audi A3,17300,26000.0,6.0,2.0,85.0
3968,Audi A3,17300,50000.0,6.0,2.0,110.0
3969,Audi A3,17300,37875.0,6.0,2.0,85.0
3970,Audi A3,17250,39800.0,6.0,2.0,81.0
3971,Audi A3,17250,57900.0,6.0,2.0,85.0
3972,Audi A3,17220,50438.0,6.0,2.0,85.0
3973,Audi A3,17200,24700.0,6.0,2.0,85.0
3974,Audi A3,17200,105000.0,6.0,2.0,81.0
3975,Audi A3,17000,54000.0,6.0,2.0,81.0
3976,Audi A3,17000,46059.0,6.0,2.0,81.0
3977,Audi A3,16999,81987.0,6.0,2.0,81.0
3978,Audi A3,16999,36000.0,6.0,2.0,85.0
3979,Audi A3,16990,69000.0,6.0,2.0,85.0
3980,Audi A3,16990,117000.0,6.0,2.0,85.0
3981,Audi A3,16990,59380.0,6.0,2.0,81.0
3982,Audi A3,16990,70000.0,6.0,2.0,81.0
3983,Audi A3,16690,69000.0,6.0,2.0,85.0
3984,Audi A3,16600,22500.0,6.0,2.0,81.0
3985,Audi A3,16550,37708.0,6.0,2.0,81.0
3986,Audi A3,16690,112700.0,6.0,2.0,81.0
3987,Audi A3,16550,45560.0,6.0,2.0,81.0
3988,Audi A3,16500,51000.0,6.0,2.0,85.0
3989,Audi A3,16500,60102.0,6.0,2.0,85.0
3990,Audi A3,16500,110000.0,6.0,2.0,81.0
3991,Audi A3,16500,66714.0,6.0,2.0,81.0
3992,Audi A3,16300,82000.0,6.0,2.0,81.0
3993,Audi A3,16499,77000.0,6.0,2.0,81.0
3994,Audi A3,16490,39900.0,6.0,2.0,81.0
3995,Audi A3,16000,60000.0,6.0,2.0,81.0
3996,Audi A3,16990,23500.0,6.0,2.0,81.0
3997,Audi A3,16990,50129.0,6.0,2.0,81.0
3998,Audi A3,16290,68021.0,6.0,2.0,81.0
3999,Audi A3,16990,50129.0,6.0,2.0,81.0
4000,Audi A3,16985,20000.0,6.0,2.0,85.0
4001,Audi A3,16980,49996.0,6.0,2.0,85.0
4002,Audi A3,16980,62254.0,6.0,2.0,85.0
4003,Audi A3,16900,107000.0,6.0,2.0,85.0
4004,Audi A3,16950,49913.0,6.0,2.0,81.0
4005,Audi A3,16900,54740.0,6.0,2.0,81.0
4006,Audi A3,16950,66466.0,6.0,2.0,81.0
4007,Audi A3,16900,139879.0,6.0,2.0,85.0
4008,Audi A3,16888,77000.0,6.0,2.0,81.0
4009,Audi A3,16888,131900.0,6.0,2.0,110.0
4010,Audi A3,16880,87584.0,6.0,2.0,81.0
4011,Audi A3,16900,115000.0,6.0,2.0,85.0
4012,Audi A3,16900,127000.0,6.0,2.0,81.0
4013,Audi A3,16900,85000.0,6.0,2.0,81.0
4014,Audi A3,16780,60648.0,6.0,2.0,85.0
4015,Audi A3,16750,105908.0,6.0,2.0,110.0
4016,Audi A3,19700,15.0,6.0,2.0,85.0
4017,Audi A3,19800,30537.0,6.0,2.0,85.0
4018,Audi A3,19800,37592.0,6.0,1.0,85.0
4019,Audi A3,19800,16423.0,6.0,1.0,85.0
4020,Audi A3,19799,19500.0,6.0,2.0,81.0
4021,Audi A3,19800,22000.0,6.0,1.0,85.0
4022,Audi A3,19797,114550.0,6.0,2.0,110.0
4023,Audi A3,19800,45000.0,6.0,1.0,85.0
4024,Audi A3,19790,28364.0,6.0,2.0,85.0
4025,Audi A3,19800,21500.0,6.0,2.0,85.0
4026,Audi A3,19790,17500.0,6.0,2.0,85.0
4027,Audi A3,19780,1647.3626086956522,6.0,0.0,85.0
4028,Audi A3,19790,28095.0,6.0,2.0,85.0
4029,Audi A3,19770,28865.0,6.0,2.0,85.0
4030,Audi A3,19750,33000.0,6.0,2.0,85.0
4031,Audi A3,19790,28364.0,6.0,2.0,85.0
4032,Audi A3,19780,50500.0,6.0,2.0,81.0
4033,Audi A3,19750,1647.3626086956522,6.0,0.0,85.0
4034,Audi A3,19740,55379.0,6.0,2.0,110.0
4035,Audi A3,22500,14270.0,7.0,1.0,85.0
4036,Audi A3,22599,34082.0,7.0,1.0,87.0
4037,Audi A3,22450,26759.0,7.0,1.0,85.0
4038,Audi A3,23200,24272.0,7.0,1.0,85.0
4039,Audi A3,22971,6698.0,7.0,1.0,85.0
4040,Audi A3,22990,8200.0,7.0,1.0,85.0
4041,Audi A3,22990,24665.0,7.0,1.0,85.0
4042,Audi A3,22990,26460.0,7.0,1.0,110.0
4043,Audi A3,23200,22784.0,7.0,1.0,85.0
4044,Audi A3,22990,12500.0,7.0,1.0,85.0
4045,Audi A3,22990,789.0,7.0,1.0,85.0
4046,Audi A3,22980,18100.0,6.0,1.0,110.0
4047,Audi A3,19900,25316.0,6.0,1.0,85.0
4048,Audi A3,19900,30261.0,6.0,1.0,85.0
4049,Audi A3,23700,1.0,7.0,0.0,85.0
4050,Audi A3,23690,5800.0,7.0,1.0,85.0
4051,Audi A3,23680,9011.0,7.0,1.0,85.0
4052,Audi A3,23640,18717.0,7.0,1.0,110.0
4053,Audi A3,23700,18000.0,7.0,1.0,110.0
4054,Audi A3,23700,11200.0,7.0,1.0,85.0
4055,Audi A3,19900,17000.0,6.0,1.0,85.0
4056,Audi A3,20300,8497.0,6.0,0.0,85.0
4057,Audi A3,20250,15080.0,6.0,1.0,85.0
4058,Audi A3,20300,24655.0,6.0,1.0,85.0
4059,Audi A3,20300,14999.0,6.0,0.0,85.0
4060,Audi A3,19900,12900.0,6.0,1.0,85.0
4061,Audi A3,20299,9800.0,6.0,1.0,85.0
4062,Audi A3,20290,1647.3626086956522,6.0,0.0,85.0
4063,Audi A3,19990,16000.0,6.0,1.0,85.0
4064,Audi A3,19990,5000.0,6.0,1.0,85.0
4065,Audi A3,19990,9861.0,6.0,1.0,85.0
4066,Audi A3,19989,19000.0,6.0,1.0,85.0
4067,Audi A3,19980,18500.0,6.0,1.0,85.0
4068,Audi A3,19980,26983.0,6.0,1.0,85.0
4069,Audi A3,19950,21592.0,6.0,1.0,85.0
4070,Audi A3,19950,20000.0,6.0,1.0,85.0
4071,Audi A3,19950,21369.0,6.0,1.0,85.0
4072,Audi A3,19950,22369.0,6.0,1.0,85.0
4073,Audi A3,19950,29900.0,6.0,1.0,85.0
4074,Audi A3,19940,26490.0,6.0,1.0,85.0
4075,Audi A3,19930,26342.0,6.0,1.0,85.0
4076,Audi A3,19900,17500.0,6.0,1.0,85.0
4077,Audi A3,19900,12126.0,6.0,1.0,85.0
4078,Audi A3,19900,11300.0,6.0,1.0,85.0
4079,Audi A3,19900,164.0,6.0,1.0,85.0
4080,Audi A3,19900,8000.0,6.0,1.0,85.0
4081,Audi A3,19900,14900.0,6.0,1.0,85.0
4082,Audi A3,19900,38400.0,6.0,1.0,110.0
4083,Audi A3,19900,39000.0,6.0,1.0,85.0
4084,Audi A3,19900,23000.0,6.0,1.0,81.0
4085,Audi A3,19900,22462.0,6.0,1.0,85.0
4086,Audi A3,19900,4300.0,6.0,1.0,85.0
4087,Audi A3,19900,30000.0,6.0,1.0,85.0
4088,Audi A3,19900,10900.0,6.0,1.0,85.0
4089,Audi A3,19900,18000.0,6.0,1.0,85.0
4090,Audi A3,19900,39900.0,6.0,1.0,85.0
4091,Audi A3,19900,16000.0,6.0,1.0,85.0
4092,Audi A3,19900,21000.0,6.0,1.0,85.0
4093,Audi A3,19900,20000.0,6.0,1.0,85.0
4094,Audi A3,19900,14000.0,6.0,1.0,85.0
4095,Audi A3,20200,19500.0,6.0,1.0,85.0
4096,Audi A3,20000,14613.0,6.0,1.0,85.0
4097,Audi A3,19999,24421.0,6.0,1.0,85.0
4098,Audi A3,19999,21000.0,6.0,1.0,85.0
4099,Audi A3,20200,27249.0,6.0,1.0,85.0
4100,Audi A3,19999,19950.0,6.0,1.0,85.0
4101,Audi A3,20200,1.0,6.0,0.0,110.0
4102,Audi A3,20000,25000.0,6.0,1.0,85.0
4103,Audi A3,19999,36000.0,6.0,1.0,85.0
4104,Audi A3,19990,9108.0,6.0,1.0,110.0
4105,Audi A3,19990,9000.0,6.0,1.0,85.0
4106,Audi A3,23800,7000.0,7.0,1.0,85.0
4107,Audi A3,19990,29800.0,6.0,1.0,85.0
4108,Audi A3,23800,14000.0,7.0,1.0,110.0
4109,Audi A3,23800,183.0,7.0,0.0,85.0
4110,Audi A3,23840,15000.0,7.0,1.0,85.0
4111,Audi A3,23800,24815.0,7.0,1.0,85.0
4112,Audi A3,23800,32000.0,7.0,1.0,85.0
4113,Audi A3,23800,14587.0,7.0,1.0,85.0
4114,Audi A3,23800,27124.0,7.0,1.0,85.0
4115,Audi A3,23800,17609.0,7.0,1.0,85.0
4116,Audi A3,23800,16567.0,7.0,1.0,85.0
4117,Audi A3,23800,13180.0,7.0,1.0,110.0
4118,Audi A3,23800,23382.0,7.0,1.0,85.0
4119,Audi A3,23800,33781.0,7.0,1.0,85.0
4120,Audi A3,23800,27800.0,7.0,1.0,85.0
4121,Audi A3,23780,4980.0,7.0,1.0,85.0
4122,Audi A3,23770,15997.0,7.0,1.0,110.0
4123,Audi A3,23800,17823.0,7.0,1.0,85.0
4124,Audi A3,23770,20.0,7.0,1.0,85.0
4125,Audi A3,23750,14800.0,7.0,1.0,110.0
4126,Audi A3,23700,10.0,7.0,0.0,85.0
4127,Audi A3,23630,18018.0,7.0,1.0,110.0
4128,Audi A3,23600,8700.0,7.0,1.0,110.0
4129,Audi A3,23600,7300.0,7.0,1.0,110.0
4130,Audi A3,23600,22790.0,7.0,1.0,85.0
4131,Audi A3,23600,15040.0,7.0,1.0,81.0
4132,Audi A3,23600,3000.0,7.0,1.0,85.0
4133,Audi A3,23600,10.0,6.0,1.0,85.0
4134,Audi A3,23600,24652.0,7.0,1.0,85.0
4135,Audi A3,23530,15692.0,7.0,1.0,85.0
4136,Audi A3,23400,10.0,7.0,0.0,85.0
4137,Audi A3,23550,17736.0,7.0,1.0,85.0
4138,Audi A3,19900,29101.0,6.0,1.0,85.0
4139,Audi A3,23400,10.0,7.0,0.0,85.0
4140,Audi A3,23572,1.0,6.0,0.0,110.0
4141,Audi A3,23500,26950.0,7.0,1.0,85.0
4142,Audi A3,23400,15.0,7.0,1.0,85.0
4143,Audi A3,23360,1647.3626086956522,7.0,0.0,85.0
4144,Audi A3,23400,20000.0,7.0,1.0,85.0
4145,Audi A3,23400,24186.0,7.0,1.0,85.0
4146,Audi A3,23389,6530.0,7.0,1.0,85.0
4147,Audi A3,23300,21500.0,7.0,1.0,85.0
4148,Audi A3,23370,6820.0,7.0,1.0,85.0
4149,Audi A3,23350,3249.0,7.0,1.0,85.0
4150,Audi A3,23300,6063.0,7.0,1.0,85.0
4151,Audi A3,23240,4170.0,7.0,1.0,85.0
4152,Audi A3,23300,5000.0,7.0,1.0,85.0
4153,Audi A3,23290,10.0,7.0,1.0,110.0
4154,Audi A3,23300,14216.0,7.0,1.0,85.0
4155,Audi A3,23200,14231.0,7.0,1.0,85.0
4156,Audi A3,23280,26564.0,7.0,1.0,110.0
4157,Audi A3,23250,6720.0,7.0,1.0,85.0
4158,Audi A3,23500,22000.0,7.0,1.0,81.0
4159,Audi A3,23500,300.0,7.0,1.0,85.0
4160,Audi A3,23500,4311.0,7.0,0.0,85.0
4161,Audi A3,23500,300.0,7.0,0.0,85.0
4162,Audi A3,23500,300.0,7.0,0.0,85.0
4163,Audi A3,23500,9000.0,7.0,1.0,85.0
4164,Audi A3,23500,9868.0,7.0,1.0,85.0
4165,Audi A3,23500,2417.0,7.0,0.0,85.0
4166,Audi A3,23500,3811.0,7.0,0.0,85.0
4167,Audi A3,23500,13839.0,7.0,1.0,85.0
4168,Audi A3,23500,1.0,7.0,0.0,85.0
4169,Audi A3,23500,10.0,7.0,0.0,85.0
4170,Audi A3,23500,10.0,7.0,0.0,85.0
4171,Audi A3,23500,10205.0,7.0,1.0,85.0
4172,Audi A3,23500,1.0,7.0,1.0,85.0
4173,Audi A3,23500,15200.0,7.0,1.0,85.0
4174,Audi A3,23200,7860.0,7.0,1.0,85.0
4175,Audi A3,23500,10.0,7.0,0.0,85.0
4176,Audi A3,23500,15378.0,7.0,1.0,85.0
4177,Audi A3,23500,27815.0,7.0,1.0,81.0
4178,Audi A3,23500,7778.0,7.0,1.0,85.0
4179,Audi A3,23500,27815.0,7.0,1.0,81.0
4180,Audi A3,23499,14900.0,7.0,1.0,85.0
4181,Audi A3,23490,5000.0,7.0,1.0,85.0
4182,Audi A3,23490,7487.0,7.0,1.0,110.0
4183,Audi A3,23490,21514.0,7.0,1.0,85.0
4184,Audi A3,23480,2267.0,7.0,1.0,85.0
4185,Audi A3,23490,5156.0,7.0,1.0,85.0
4186,Audi A3,23480,5778.0,7.0,1.0,85.0
4187,Audi A3,23480,24887.0,7.0,1.0,85.0
4188,Audi A3,23470,5939.0,7.0,1.0,85.0
4189,Audi A3,23450,10837.0,7.0,1.0,110.0
4190,Audi A3,23444,100.0,7.0,1.0,85.0
4191,Audi A3,23440,19440.0,7.0,1.0,85.0
4192,Audi A3,23440,5740.0,7.0,1.0,85.0
4193,Audi A3,23430,5324.0,7.0,1.0,85.0
4194,Audi A3,23430,5025.0,7.0,1.0,85.0
4195,Audi A3,23420,1031.0,7.0,1.0,85.0
4196,Audi A3,23400,10800.0,7.0,1.0,85.0
4197,Audi A3,22950,19200.0,7.0,1.0,85.0
4198,Audi A3,22940,17900.0,7.0,1.0,85.0
4199,Audi A3,22930,7098.0,7.0,1.0,85.0
4200,Audi A3,22900,24000.0,7.0,1.0,85.0
4201,Audi A3,22960,10.0,7.0,0.0,110.0
4202,Audi A3,22900,18000.0,7.0,1.0,85.0
4203,Audi A3,22900,20500.0,7.0,1.0,85.0
4204,Audi A3,22900,1.0,7.0,0.0,85.0
4205,Audi A3,22900,12900.0,7.0,1.0,85.0
4206,Audi A3,22900,21837.0,7.0,1.0,85.0
4207,Audi A3,22900,28500.0,7.0,1.0,85.0
4208,Audi A3,22900,27900.0,7.0,1.0,85.0
4209,Audi A3,22900,14900.0,7.0,1.0,85.0
4210,Audi A3,22900,1.0,7.0,0.0,85.0
4211,Audi A3,22900,14391.0,7.0,1.0,85.0
4212,Audi A3,22900,8800.0,7.0,1.0,85.0
4213,Audi A3,22900,7970.0,7.0,1.0,85.0
4214,Audi A3,22900,11975.0,7.0,1.0,85.0
4215,Audi A3,22900,15414.0,7.0,1.0,85.0
4216,Audi A3,22900,20410.0,7.0,1.0,85.0
4217,Audi A3,22900,10.0,7.0,0.0,85.0
4218,Audi A3,22900,21035.0,7.0,1.0,85.0
4219,Audi A3,22800,19000.0,7.0,1.0,85.0
4220,Audi A3,22800,22800.0,7.0,1.0,85.0
4221,Audi A3,22900,15482.0,7.0,1.0,85.0
4222,Audi A3,22900,17976.0,7.0,1.0,85.0
4223,Audi A3,22900,1.0,7.0,0.0,85.0
4224,Audi A3,22900,25142.0,7.0,1.0,85.0
4225,Audi A3,22812,24205.0,7.0,1.0,110.0
4226,Audi A3,22800,20000.0,7.0,1.0,85.0
4227,Audi A3,22788,10.0,7.0,0.0,110.0
4228,Audi A3,22700,23900.0,7.0,1.0,85.0
4229,Audi A3,22700,20978.0,7.0,1.0,85.0
4230,Audi A3,22788,10.0,7.0,0.0,110.0
4231,Audi A3,22790,8700.0,7.0,1.0,85.0
4232,Audi A3,22750,11133.0,7.0,1.0,85.0
4233,Audi A3,22750,9200.0,7.0,1.0,85.0
4234,Audi A3,22690,9990.0,7.0,1.0,85.0
4235,Audi A3,22600,27000.0,7.0,1.0,85.0
4236,Audi A3,22690,17771.0,7.0,1.0,85.0
4237,Audi A3,22675,26382.0,7.0,1.0,110.0
4238,Audi A3,22650,7727.0,7.0,1.0,85.0
4239,Audi A3,22650,7727.0,7.0,1.0,85.0
4240,Audi A3,22640,9380.0,7.0,1.0,85.0
4241,Audi A3,22600,19000.0,7.0,1.0,85.0
4242,Audi A3,23200,23184.0,7.0,1.0,85.0
4243,Audi A3,23200,1.0,7.0,0.0,85.0
4244,Audi A3,23150,19534.0,7.0,1.0,85.0
4245,Audi A3,23150,20000.0,7.0,1.0,85.0
4246,Audi A3,23100,22081.0,7.0,1.0,110.0
4247,Audi A3,23000,10.0,7.0,1.0,85.0
4248,Audi A3,23200,23214.0,7.0,1.0,85.0
4249,Audi A3,23000,9800.0,7.0,1.0,85.0
4250,Audi A3,22999,18000.0,7.0,1.0,110.0
4251,Audi A3,22999,22633.0,7.0,1.0,85.0
4252,Audi A3,23000,15.0,7.0,0.0,85.0
4253,Audi A3,22999,22420.0,7.0,1.0,85.0
4254,Audi A3,22999,11021.0,7.0,1.0,85.0
4255,Audi A3,22999,12103.0,7.0,1.0,110.0
4256,Audi A3,22999,15193.0,7.0,1.0,85.0
4257,Audi A3,22999,19279.0,7.0,1.0,85.0
4258,Audi A3,22900,18000.0,7.0,1.0,85.0
4259,Audi A3,22900,13500.0,7.0,1.0,81.0
4260,Audi A3,22900,14272.0,7.0,1.0,85.0
4261,Audi A3,22990,25444.0,7.0,1.0,85.0
4262,Audi A3,22995,1.0,7.0,0.0,85.0
4263,Audi A3,22900,40000.0,7.0,1.0,85.0
4264,Audi A3,22900,20812.0,7.0,1.0,85.0
4265,Audi A3,22900,20938.0,7.0,1.0,85.0
4266,Audi A3,22900,27500.0,7.0,1.0,85.0
4267,Audi A3,22900,19755.0,7.0,1.0,85.0
4268,Audi A3,22900,18180.0,7.0,1.0,85.0
4269,Audi A3,22900,13450.0,7.0,1.0,85.0
4270,Audi A3,22900,12780.0,7.0,1.0,85.0
